subject_group	total
Economics, Philosophy, Politics, Religion & Sociology/Justice, Administration of	24
Food, Health, Lifestyle, Medicine, Psychology & Safety/Autonomy (Psychology)	13
Anthropology, Ethnology, Exploration & Travel/Wyndham-East Kimberley (W.A.)	2
Crafts & Visual Arts/Australian Centre for the Moving Image	3
Education, Instruction, Teaching & Schools/Management - Study and teaching	243
Crafts & Visual Arts/Mercuri, Giuseppe	1
Anthropology, Ethnology, Exploration & Travel/Caribbean Area	15
Anthropology, Ethnology, Exploration & Travel/Bathurst, (N.S.W.)	4
Economics, Philosophy, Politics, Religion & Sociology/Women - Asia, Southeastern	3
Anthropology, Ethnology, Exploration & Travel/Port Melbourne (Vic.)	7
Education, Instruction, Teaching & Schools/Nutrition - Study and teaching	30
Food, Health, Lifestyle, Medicine, Psychology & Safety/Speech therapists	5
Aboriginal Australia/Aboriginal Australians - Cultural assimilation	36
People/Williams, Aubrey	1
Food, Health, Lifestyle, Medicine, Psychology & Safety/Hypertension	4
Anthropology, Ethnology, Exploration & Travel/Byron Bay, N.S.W.	1
Mathematics, Science & Technology/Big bang theory	6
Food, Health, Lifestyle, Medicine, Psychology & Safety/Pork	5
Economics, Philosophy, Politics, Religion & Sociology/Papua New Guinea - Rural conditions	17
Food, Health, Lifestyle, Medicine, Psychology & Safety/Brain damage	8
Communications, Infrastructure, & Transport/Oil tankers	17
Education, Instruction, Teaching & Schools/Motion pictures - Study and teaching	80
Hobbies, Recreation & Sport/Horse racing - Australia	23
Agriculture, Business, Commerce & Industry/Employee theft	3
Anthropology, Ethnology, Exploration & Travel/Port Augusta (S. Aust.) - Social life and customs	3
People/Messmer, Otto	1
Food, Health, Lifestyle, Medicine, Psychology & Safety/Youth	76
Climate, Environment, Natural Resources & Disasters/Hydrologic cycle	38
History/Rasputin, Grigori Efimovich, approximately 1870-1916	1
Armed Forces, Military, War & Weapons/Air warfare	23
Armed Forces, Military, War & Weapons/Combat	24
Music & Performing Arts/Visconti, Luchino, 1906-1976	1
Places/Munich (Germany)	16
Food, Health, Lifestyle, Medicine, Psychology & Safety/Physiology	55
Crafts & Visual Arts/Weaving	48
Crafts & Visual Arts/Photographers	61
Economics, Philosophy, Politics, Religion & Sociology/Bjelke-Peterson, Joh, Sir, 1911-	3
Music & Performing Arts/Ellington, Duke, 1899-1974	11
Food, Health, Lifestyle, Medicine, Psychology & Safety/Bijou, Sidney W. (Sidney William), 1908-	2
Climate, Environment, Natural Resources & Disasters/Logging	50
People/Leningrad Cowboys (Musical group)	1
Literature/Base, Graeme	1
Agriculture, Business, Commerce & Industry/Business	38
Climate, Environment, Natural Resources & Disasters/Plant physiology	41
Crafts & Visual Arts/Graffiti	8
Economics, Philosophy, Politics, Religion & Sociology/Housing development - United States	6
Hobbies, Recreation & Sport/Sandcastles	5
Crafts & Visual Arts/Museum curators	1
Music & Performing Arts/Oasis (Musical group)	1
Crafts & Visual Arts/Ingres, Jean-Auguste-Dominique, 1780-1867	3
Mathematics, Science & Technology/Rocks, Sedimentary	5
Anthropology, Ethnology, Exploration & Travel/Women immigrants	30
Literature/Folk literature	15
Agriculture, Business, Commerce & Industry/General Motors-Holden's Limited	6
Climate, Environment, Natural Resources & Disasters/Great Artesan Basin	2
People/Thorndike, E. L. (Edward Lee), 1874-1949	1
Climate, Environment, Natural Resources & Disasters/Geological time	16
Anthropology, Ethnology, Exploration & Travel/Latitude	5
History/Cambodia - History	11
Climate, Environment, Natural Resources & Disasters/Tree felling	44
Anthropology, Ethnology, Exploration & Travel/Germany (West)	18
Places/Hunter Valley (N.S.W.)	5
Agriculture, Business, Commerce & Industry/Report writing	6
Agriculture, Business, Commerce & Industry/Industrial hygiene	9
Hobbies, Recreation & Sport/Physical education for children	27
Economics, Philosophy, Politics, Religion & Sociology/Legal aid	4
Food, Health, Lifestyle, Medicine, Psychology & Safety/Psychoanalysis	36
Music & Performing Arts/Composers	59
Anthropology, Ethnology, Exploration & Travel/Amazon River	8
Advertising, Film, Journalism, Mass Media & TV/Cinematography - Lighting	21
Economics, Philosophy, Politics, Religion & Sociology/Theory (Philosophy)	4
History/Italy - History	36
Economics, Philosophy, Politics, Religion & Sociology/Markets	17
People/Roosevelt, Theodore, 1858-1919	4
Anthropology, Ethnology, Exploration & Travel/Peasantry - Fiction	4
Communications, Infrastructure, & Transport/Maps	28
History/Czechoslovakia - History	3
Economics, Philosophy, Politics, Religion & Sociology/Recreation - Management	10
Advertising, Film, Journalism, Mass Media & TV/Bolt, Robert, 1924-	1
Crafts & Visual Arts/Caravaggio, Michelangelo Merisi da, 1573-1610	4
Anthropology, Ethnology, Exploration & Travel/Bathhouses	8
Economics, Philosophy, Politics, Religion & Sociology/African Americans - Civil rights	32
Music & Performing Arts/Le Page, Robert	1
People/Glenn, John, 1921-	4
Anthropology, Ethnology, Exploration & Travel/Immigrants - Canada	13
People/Cooney, Barbara, 1917-	2
Food, Health, Lifestyle, Medicine, Psychology & Safety/Obedience	7
Mathematics, Science & Technology/Color - Physiological effect	8
People/No Fixed Address (Musical group)	2
Anthropology, Ethnology, Exploration & Travel/Soviet Union	10
Mathematics, Science & Technology/Household appliances	15
People/Redding, Otis, d. 1967	3
Music & Performing Arts/Ballroom dancing	13
Food, Health, Lifestyle, Medicine, Psychology & Safety/Abortion	26
Animals & Wildlife/Baboons	5
Crafts & Visual Arts/Models, Artists'	4
History/Japan - History - 1912-1945	8
Climate, Environment, Natural Resources & Disasters/Soil formation	15
People/Scorsese, Martin	3
Agriculture, Business, Commerce & Industry/Management by objectives	6
Armed Forces, Military, War & Weapons/Ramos-Horta, Jose	3
Mathematics, Science & Technology/Sky	3
People/Hopper, Edward	1
Mathematics, Science & Technology/Earth - Rotation	15
Mathematics, Science & Technology/Robots	67
History/Mogul Empire	6
Economics, Philosophy, Politics, Religion & Sociology/United States. President (1945-1953 : Truman)	6
Education, Instruction, Teaching & Schools/Teachers and community	32
History/Palestinian Arabs	26
Economics, Philosophy, Politics, Religion & Sociology/White Australia Policy	16
People/Capra, Frank, 1897-	4
Economics, Philosophy, Politics, Religion & Sociology/Marxian economics	4
Places/New Caledonia	3
Music & Performing Arts/Morrison, James	3
Economics, Philosophy, Politics, Religion & Sociology/Communism - China	60
Mathematics, Science & Technology/Copernicus, Nicolo 1473-1543	8
Agriculture, Business, Commerce & Industry/Department Stores	4
Armed Forces, Military, War & Weapons/Great Britain. Royal Air Force	12
Communications, Infrastructure, & Transport/Barges - Germany	6
Agriculture, Business, Commerce & Industry/Materials handling - Equipment and supplies	14
Food, Health, Lifestyle, Medicine, Psychology & Safety/Children of alcoholics	10
Places/United States	9
Anthropology, Ethnology, Exploration & Travel/Thailand - Description and travel	21
History/Cromwell, Oliver, 1599-1658	3
Education, Instruction, Teaching & Schools/Education - Study and teaching - Australia	68
Crafts & Visual Arts/Movement, Aesthetics of	43
Communications, Infrastructure, & Transport/Housing development - Australia	10
Music & Performing Arts/Bell, Graeme	1
Food, Health, Lifestyle, Medicine, Psychology & Safety/Subconsciousness	4
Anthropology, Ethnology, Exploration & Travel/Sikhism	3
Economics, Philosophy, Politics, Religion & Sociology/Great Britain - Foreign relations	13
Food, Health, Lifestyle, Medicine, Psychology & Safety/Stomach	6
Climate, Environment, Natural Resources & Disasters/Coral reef ecology	33
People/Gaudi, Antonio	4
Armed Forces, Military, War & Weapons/Spain - History - Civil War, 1936-1939	21
Places/Paraguay	2
Aboriginal Australia/Aboriginal Australian theater	7
Climate, Environment, Natural Resources & Disasters/Mountains - Canada	12
Anthropology, Ethnology, Exploration & Travel/Prince Edward Island - Social life and customs	7
Places/McPherson Range (NSW & Qld)	1
Economics, Philosophy, Politics, Religion & Sociology/Money	38
Climate, Environment, Natural Resources & Disasters/Aquatic resources	6
Armed Forces, Military, War & Weapons/Nevsky, Alexander	2
Climate, Environment, Natural Resources & Disasters/Deforestation	6
Climate, Environment, Natural Resources & Disasters/Tree planting - Australia	6
People/Jolley, Elizabeth, 1923-	3
Literature/Joyce, James, 1882-1941	3
People/Brandt, Bill	1
People/Walesa, Lech, 1943-	3
Economics, Philosophy, Politics, Religion & Sociology/Women - China	52
History/Turkey - Politics and government - 1918-1960	3
Music & Performing Arts/Puccini, Giacomo, 1858-1924	2
Animals & Wildlife/Fish trade - Great Britain	9
Crafts & Visual Arts/Art, Canadian	7
Places/Central America	19
Places/Norfolk Island	6
Food, Health, Lifestyle, Medicine, Psychology & Safety/Community - Moral and ethical aspects	51
Climate, Environment, Natural Resources & Disasters/Forest reserves	3
Food, Health, Lifestyle, Medicine, Psychology & Safety/Hostility (Psychology)	10
Anthropology, Ethnology, Exploration & Travel/Pitt Water (N.S.W.)	1
Armed Forces, Military, War & Weapons/Great Britain. Royal Navy	7
Literature/Folk literature, African	10
Music & Performing Arts/Orchestral music	153
Economics, Philosophy, Politics, Religion & Sociology/Downer, Alexander, 1951-	1
Places/Shoalwater Bay (Qld.)	1
History/Australia - History - 1929-1939	5
Agriculture, Business, Commerce & Industry/Wheat	19
Mathematics, Science & Technology/Dark matter (Astronomy)	3
Food, Health, Lifestyle, Medicine, Psychology & Safety/Alcoholic beverages	28
Places/Niger	5
Hobbies, Recreation & Sport/Cross-country skiing	12
Economics, Philosophy, Politics, Religion & Sociology/Reconciliation - Australia	6
History/McMahon, William, 1908-1988	2
Places/Soviet Union	11
Animals & Wildlife/Reptiles - Australia	12
Anthropology, Ethnology, Exploration & Travel/Caribbean Area - Social life and customs	11
Crime, Espionage, Justice, Police & Prisons/Firearms - Law and legislation	3
Climate, Environment, Natural Resources & Disasters/Greenhouse effect, Atmospheric	21
Hobbies, Recreation & Sport/Raftery, John	1
Music & Performing Arts/Ballets Russes	4
Agriculture, Business, Commerce & Industry/Dairy products	19
Music & Performing Arts/Music appreciation	102
People/Lovely, Louise	1
History/Sophia Dorothea, Consort of George I, King of Great Britain, 1666-1726	1
Mathematics, Science & Technology/Electronics - History	10
History/Draft	5
Economics, Philosophy, Politics, Religion & Sociology/Economics - Juvenile films	6
Food, Health, Lifestyle, Medicine, Psychology & Safety/Intimacy (Psychology)	6
Food, Health, Lifestyle, Medicine, Psychology & Safety/DNA	42
Crime, Espionage, Justice, Police & Prisons/Offences against property	3
Food, Health, Lifestyle, Medicine, Psychology & Safety/Medical genetics	16
Education, Instruction, Teaching & Schools/Nursery schools	7
Mathematics, Science & Technology/Geology - Australasia	6
Communications, Infrastructure, & Transport/Harbors	15
Economics, Philosophy, Politics, Religion & Sociology/Homophobia	29
Education, Instruction, Teaching & Schools/Eye - Movements	8
Economics, Philosophy, Politics, Religion & Sociology/Economic depressions	15
History/May Day (Labor holiday)	6
Places/Coolangatta (Qld.)	1
Places/St. Lawrence Seaway	7
Food, Health, Lifestyle, Medicine, Psychology & Safety/Bathrooms	3
Crafts & Visual Arts/Art, Hellenistic	3
Agriculture, Business, Commerce & Industry/Oil tankers	14
History/China - History - Civil war, 1945-1949	8
Economics, Philosophy, Politics, Religion & Sociology/Religions - Comparative studies	9
People/Diokno, Josae	1
Communications, Infrastructure, & Transport/Bicycles - Maintenance and repair	1
History/Jamaica - History	3
Places/Wyndham-East Kimberley (W.A.)	2
People/Bishop, Mervyn	1
People/Peron, Juan Domingo, 1895-1974	1
Anthropology, Ethnology, Exploration & Travel/Vatican City	7
Anthropology, Ethnology, Exploration & Travel/Family - Great Britain	9
Agriculture, Business, Commerce & Industry/Marketing - Management	11
Economics, Philosophy, Politics, Religion & Sociology/Africa - Politics and government	1
Food, Health, Lifestyle, Medicine, Psychology & Safety/Fires - Casualties	4
Armed Forces, Military, War & Weapons/People's Liberation Army (China)	11
People/De Bono, Edward, 1933-	1
People/Hubble, Edwin Powell, 1899-1953	1
People/Tan, Shaun	9
People/Daguerre, Louis Jacques Mande, 1787-1851	4
Food, Health, Lifestyle, Medicine, Psychology & Safety/Youth - Services for	7
Literature/New Zealand literature - Film and video adaptations	12
History/Aristotle (Greek philosopher)	3
People/Nostradamus, 1503-1566	1
Crafts & Visual Arts/Niepce, Joseph Nicephore, 1765-1833	3
History/Cook, James, 1728-1779	14
History/Military history	38
People/Athfield, Ian	1
Climate, Environment, Natural Resources & Disasters/National parks and reserves - United States	13
History/Middle Ages - History	16
Crafts & Visual Arts/Brack, John, 1920-	5
People/Morant, Breaker, 1865-1902	2
Economics, Philosophy, Politics, Religion & Sociology/Economic assistance, Australian - Philippines	3
Food, Health, Lifestyle, Medicine, Psychology & Safety/Cognition	18
People/Hanson, John	1
Education, Instruction, Teaching & Schools/Libraries - Canada	6
People/Gershwin, George, 1898-1937	3
Family, Gender Identity, Relationships & Sexuality/Child welfare - Australia	15
Advertising, Film, Journalism, Mass Media & TV/Film festivals - United States - Chicago - Awards	31
Crafts & Visual Arts/Optical illusion	9
People/Carey, Peter	3
History/Australia - History - 1788-1900	24
Economics, Philosophy, Politics, Religion & Sociology/Suburbs	19
People/Gershwin, Ira, 1896-	4
Communications, Infrastructure, & Transport/City planning	98
Anthropology, Ethnology, Exploration & Travel/Lakes Entrance (Vic.)	2
Crafts & Visual Arts/Blakemore, John	1
Mathematics, Science & Technology/Fertilization in vitro	7
Places/Yosemite National Park (Calif.)	3
Literature/Swedish literature - Film and video adaptations	4
People/Holbein, Hans, 1497-1543	1
People/Duke, Jas H.	1
History/Propaganda, Russian	4
History/Robespierre, Maximilien, 1758-1794	1
Food, Health, Lifestyle, Medicine, Psychology & Safety/Young adults - Australia	16
Places/Lismore (N.S.W.)	2
Anthropology, Ethnology, Exploration & Travel/Macao	2
Food, Health, Lifestyle, Medicine, Psychology & Safety/Banting, Frederick	3
